Home,Away,Outcome,Odd_1,Odd_X,Odd_2
Torino,Lazio,X,2.51,3.08,3.04
Napoli,Chievo,1,1.19,6.73,16.75
Verona,Sampdoria,2,2.50,3.33,2.84
Roma,Fiorentina,1,,,
Fiorentina,Napoli,X,3.31,3.30,2.24
Lazio,Sassuolo,2,1.74,3.53,5.13
Juventus,Inter,1,1.57,3.78,6.75
Carpi,Atalanta,X,2.50,3.07,3.06
Chievo,Genoa,1,2.86,3.01,2.70
Sampdoria,Frosinone,1,1.54,4.00,6.56
Udinese,Verona,1,1.90,3.56,4.13
Palermo,Bologna,X,2.83,3.15,2.63
Milan,Torino,1,1.85,3.43,4.54
Empoli,Roma,2,4.06,3.38,1.95
Napoli,Milan,X,,,
Roma,Palermo,1,1.28,5.75,10.63
Frosinone,Lazio,X,,,
Atalanta,Fiorentina,2,3.53,3.19,2.20
Genoa,Udinese,1,2.01,3.23,4.11
Sassuolo,Empoli,1,2.09,3.18,3.78
Torino,Carpi,X,1.62,3.61,6.06
Inter,Sampdoria,1,1.52,4.26,6.75
Verona,Chievo,1,2.46,3.15,3.02
Bologna,Juventus,X,7.00,3.55,1.61
Fiorentina,Inter,1,2.16,3.24,3.59
Palermo,Torino,2,3.29,3.24,2.28
Sampdoria,Atalanta,X,2.20,3.25,3.48
Udinese,Bologna,2,2.04,3.19,4.05
Milan,Genoa,1,1.61,3.78,6.10
Juventus,Napoli,1,2.19,3.05,3.81
Chievo,Sassuolo,X,3.20,3.00,2.48
Empoli,Frosinone,2,1.50,4.15,6.94
Carpi,Roma,2,4.38,3.53,1.85
Lazio,Verona,1,1.44,4.39,7.75
Roma,Sampdoria,1,1.53,4.18,6.69
Atalanta,Empoli,X,2.63,3.11,2.87
Milan,Udinese,X,1.50,4.07,7.08
Frosinone,Juventus,2,14.00,5.78,1.24
Napoli,Carpi,1,1.16,7.50,18.63
Sassuolo,Palermo,X,1.72,3.61,5.23
Torino,Chievo,2,,,
Verona,Inter,X,4.54,3.68,1.80
Genoa,Lazio,X,2.59,3.15,2.88
Bologna,Fiorentina,X,4.30,3.41,1.91
Empoli,Udinese,X,2.03,3.38,3.78
Fiorentina,Carpi,1,1.41,4.58,8.00
Inter,Chievo,1,1.43,4.38,8.50
Juventus,Genoa,1,1.31,5.38,10.63
Lazio,Napoli,2,3.69,3.40,2.06
Palermo,Milan,2,4.00,3.50,1.95
Sampdoria,Torino,X,2.94,3.16,2.54
Verona,Atalanta,1,2.35,3.25,3.13
Frosinone,Bologna,1,2.91,3.24,2.51
Sassuolo,Roma,2,3.00,3.18,2.45
Milan,Inter,1,2.64,3.01,2.98
Bologna,Sampdoria,1,2.13,3.27,3.59
Genoa,Fiorentina,X,3.25,3.26,2.29
Napoli,Empoli,1,1.28,5.56,11.00
Torino,Verona,X,1.67,3.76,5.38
Udinese,Lazio,X,3.40,3.30,2.20
Chievo,Juventus,2,8.43,3.92,1.48
Roma,Frosinone,1,1.23,6.39,12.63
Atalanta,Sassuolo,X,2.39,3.13,3.21
Carpi,Palermo,X,2.25,3.15,3.43
Juventus,Roma,1,1.58,3.80,6.88
Inter,Carpi,X,1.47,4.33,7.43
Lazio,Chievo,1,1.67,3.70,5.50
Palermo,Udinese,1,2.53,3.18,2.93
Sampdoria,Napoli,2,6.69,4.23,1.50
Sassuolo,Bologna,2,2.07,3.24,3.83
Verona,Genoa,X,3.38,3.34,2.18
Fiorentina,Torino,1,1.81,3.43,4.67
Empoli,Milan,X,3.39,3.28,2.23
Frosinone,Atalanta,X,3.15,3.35,2.29
Sassuolo,Torino,X,2.42,3.07,3.18
Milan,Fiorentina,1,2.43,3.20,3.11
Roma,Verona,X,1.32,5.14,10.13
Bologna,Lazio,X,3.84,3.28,2.05
Carpi,Sampdoria,1,2.48,3.19,3.01
Chievo,Empoli,X,2.42,3.05,3.21
Udinese,Juventus,2,5.40,3.50,1.75
Genoa,Palermo,1,1.75,3.58,5.06
Napoli,Sassuolo,1,1.30,5.55,10.00
Torino,Frosinone,1,1.30,5.48,10.00
Atalanta,Inter,X,3.93,3.35,2.03
Sampdoria,Juventus,2,6.44,3.94,1.57
Atalanta,Genoa,2,2.44,3.21,3.05
Bologna,Chievo,2,2.50,3.03,3.10
Frosinone,Napoli,2,13.00,6.68,1.22
Torino,Empoli,2,1.92,3.33,4.38
Verona,Palermo,2,2.19,3.30,3.43
Inter,Sassuolo,2,1.63,3.86,5.63
Roma,Milan,X,2.13,3.34,3.58
Fiorentina,Lazio,2,1.95,3.40,4.15
Carpi,Udinese,1,3.00,3.20,2.45
Napoli,Torino,1,1.39,4.63,8.38
Empoli,Inter,2,3.43,3.14,2.26
Milan,Bologna,2,1.52,4.02,7.06
Chievo,Roma,X,3.10,3.15,2.43
Juventus,Verona,1,1.18,7.06,17.38
Lazio,Carpi,X,1.44,4.33,7.86
Palermo,Fiorentina,2,4.85,3.56,1.76
Sassuolo,Frosinone,X,1.43,4.41,8.09
Udinese,Atalanta,1,2.13,3.16,3.84
Genoa,Sampdoria,2,2.34,3.03,3.34
Inter,Lazio,2,1.98,3.38,4.03
Frosinone,Milan,2,5.88,3.85,1.62
Sampdoria,Palermo,1,2.24,3.25,3.34
Torino,Udinese,2,1.75,3.50,5.15
Roma,Genoa,1,1.51,4.31,6.69
Atalanta,Napoli,2,6.44,4.13,1.54
Fiorentina,Chievo,1,1.48,4.18,7.39
Verona,Sassuolo,X,2.65,3.16,2.78
Carpi,Juventus,2,10.63,4.57,1.36
Bologna,Empoli,2,2.65,3.03,2.89
Lazio,Sampdoria,X,1.44,4.44,7.44
Juventus,Fiorentina,1,1.76,3.35,5.54
Napoli,Roma,X,1.68,3.79,5.23
Milan,Verona,X,1.40,4.70,8.44
Chievo,Atalanta,1,2.43,3.05,3.16
Empoli,Carpi,1,1.91,3.40,4.26
Udinese,Inter,2,3.96,3.29,2.01
Palermo,Frosinone,1,1.79,3.56,4.75
Genoa,Bologna,2,1.93,3.31,4.33
Carpi,Milan,X,5.31,3.47,1.75
Sampdoria,Sassuolo,2,2.36,3.20,3.15
Atalanta,Palermo,1,1.70,3.61,5.38
Fiorentina,Udinese,1,1.50,4.20,6.94
Frosinone,Chievo,2,,,
Verona,Empoli,2,2.94,3.18,2.51
Bologna,Napoli,1,7.24,4.33,1.46
Inter,Genoa,1,1.60,3.95,5.71
Torino,Roma,X,2.71,3.16,2.71
Lazio,Juventus,2,3.48,3.24,2.21
Napoli,Inter,1,1.62,3.88,5.75
Sassuolo,Fiorentina,X,,,
Palermo,Juventus,2,7.50,3.98,1.51
Empoli,Lazio,1,2.89,3.28,2.50
Roma,Atalanta,2,1.47,4.31,7.38
Chievo,Udinese,2,2.20,3.13,3.59
Frosinone,Verona,1,2.61,3.19,2.81
Genoa,Carpi,2,1.57,3.78,6.56
Milan,Sampdoria,1,1.58,3.99,6.00
Torino,Bologna,1,1.69,3.43,6.00
Inter,Frosinone,1,1.21,6.44,14.88
Atalanta,Torino,2,2.71,3.21,2.69
Carpi,Chievo,2,3.24,3.05,2.39
Fiorentina,Empoli,X,1.55,4.00,6.25
Genoa,Sassuolo,1,2.08,3.40,3.64
Lazio,Palermo,X,1.45,4.36,7.50
Udinese,Sampdoria,1,2.15,3.31,3.50
Verona,Napoli,2,8.48,4.68,1.40
Juventus,Milan,1,1.58,3.70,7.28
Bologna,Roma,X,4.89,3.53,1.78
Sampdoria,Fiorentina,2,4.43,3.63,1.82
Napoli,Udinese,1,1.23,6.21,13.45
Roma,Lazio,1,2.01,3.44,3.84
Empoli,Juventus,2,5.45,3.54,1.71
Frosinone,Genoa,X,3.60,3.50,2.05
Palermo,Chievo,1,2.41,3.15,3.15
Sassuolo,Carpi,1,1.68,3.61,5.51
Torino,Inter,2,2.85,3.11,2.66
Milan,Atalanta,X,1.71,3.66,5.18
Verona,Bologna,2,2.31,3.19,3.30
Palermo,Empoli,2,2.39,3.14,3.18
Chievo,Sampdoria,X,2.16,3.30,3.45
Lazio,Milan,2,2.02,3.41,3.82
Bologna,Atalanta,1,2.69,3.07,2.79
Carpi,Verona,X,2.51,3.24,2.89
Genoa,Napoli,X,4.96,3.81,1.72
Udinese,Sassuolo,X,2.36,3.23,3.16
Fiorentina,Frosinone,1,1.26,5.75,12.00
Inter,Roma,1,2.46,3.41,2.91
Juventus,Torino,1,1.55,3.75,7.06
Sampdoria,Empoli,X,2.46,3.22,2.98
Milan,Chievo,1,1.71,3.55,5.44
Roma,Udinese,1,1.40,4.71,8.06
Atalanta,Lazio,1,3.00,3.20,2.45
Frosinone,Carpi,1,2.44,3.24,3.01
Napoli,Palermo,1,1.26,5.81,11.38
Sassuolo,Juventus,1,5.81,3.73,1.65
Torino,Genoa,X,1.95,3.50,4.00
Verona,Fiorentina,2,4.94,3.68,1.73
Bologna,Inter,2,5.16,3.50,1.75
Chievo,Napoli,2,5.06,3.66,1.73
Fiorentina,Roma,2,2.54,3.23,2.89
Lazio,Torino,1,1.90,3.43,4.25
Milan,Sassuolo,1,1.83,3.57,4.49
Juventus,Atalanta,1,1.42,4.47,8.25
Udinese,Frosinone,1,1.49,4.22,7.06
Sampdoria,Verona,1,2.00,3.29,4.05
Palermo,Inter,X,3.61,3.21,2.16
Carpi,Bologna,2,2.18,3.18,3.63
Empoli,Genoa,1,2.67,3.15,2.78
Inter,Juventus,X,3.05,3.26,2.44
Atalanta,Carpi,1,1.78,3.50,4.89
Frosinone,Sampdoria,1,2.64,3.32,2.69
Genoa,Chievo,1,2.03,3.26,3.91
Napoli,Fiorentina,1,1.72,3.79,5.01
Sassuolo,Lazio,1,,,
Verona,Udinese,X,2.32,3.28,3.16
Bologna,Palermo,2,2.61,3.15,2.85
Torino,Milan,X,,,
Roma,Empoli,1,1.41,4.56,8.19
Milan,Napoli,2,3.03,3.40,2.36
Fiorentina,Atalanta,1,1.69,3.63,5.31
Juventus,Bologna,1,1.26,5.56,13.38
Lazio,Frosinone,1,1.33,5.13,9.88
Palermo,Roma,2,4.32,3.61,1.85
Sampdoria,Inter,X,4.00,3.45,2.00
Udinese,Genoa,X,2.50,3.18,2.98
Empoli,Sassuolo,1,2.56,3.26,2.82
Chievo,Verona,X,2.19,3.25,3.49
Carpi,Torino,1,3.43,3.18,2.25
Atalanta,Sampdoria,1,1.95,3.46,4.03
Frosinone,Empoli,1,3.31,3.29,2.24
Inter,Fiorentina,2,2.10,3.33,3.73
Bologna,Udinese,2,2.86,3.09,2.65
Sassuolo,Chievo,X,2.28,3.13,3.44
Torino,Palermo,1,1.67,3.70,5.56
Verona,Lazio,2,3.90,3.45,1.99
Genoa,Milan,1,2.66,3.21,2.73
Napoli,Juventus,1,2.21,3.30,3.46
Roma,Carpi,1,1.31,5.44,10.63
Empoli,Atalanta,2,2.21,3.24,3.41
Carpi,Napoli,X,6.40,4.10,1.54
Chievo,Torino,1,2.83,3.11,2.65
Fiorentina,Bologna,1,1.50,4.00,7.44
Inter,Verona,1,1.33,5.38,9.25
Juventus,Frosinone,X,1.17,7.06,18.63
Lazio,Genoa,1,1.84,3.54,4.39
Palermo,Sassuolo,2,2.17,3.23,3.56
Sampdoria,Roma,1,4.56,3.74,1.78
Udinese,Milan,2,3.14,3.24,2.32
Napoli,Lazio,1,1.77,3.75,4.60
Carpi,Fiorentina,2,4.41,3.30,1.90
Roma,Sassuolo,X,1.45,4.47,7.67
Atalanta,Verona,X,1.97,3.48,3.87
Bologna,Frosinone,1,,,
Genoa,Juventus,2,,,
Torino,Sampdoria,1,1.74,3.63,4.92
Chievo,Inter,2,3.80,3.28,2.10
Milan,Palermo,1,1.68,3.57,5.69
Udinese,Empoli,2,2.28,3.29,3.25
Sampdoria,Bologna,1,1.92,3.36,4.16
Inter,Milan,1,2.18,3.23,3.55
Lazio,Udinese,1,1.56,3.93,6.38
Empoli,Napoli,X,4.18,3.55,1.89
Palermo,Carpi,X,1.75,3.53,5.19
Sassuolo,Atalanta,X,2.23,3.21,3.43
Verona,Torino,X,2.88,3.31,2.49
Juventus,Chievo,X,1.39,4.53,8.81
Fiorentina,Genoa,1,1.69,3.66,5.31
Frosinone,Roma,2,8.13,4.65,1.40
Atalanta,Frosinone,1,1.73,3.62,5.10
Carpi,Inter,2,6.08,3.78,1.59
Chievo,Lazio,1,3.67,3.20,2.15
Genoa,Verona,1,2.05,3.48,3.63
Napoli,Sampdoria,X,1.37,5.08,8.15
Torino,Fiorentina,1,2.50,3.17,2.98
Udinese,Palermo,2,2.32,3.22,3.23
Roma,Juventus,1,2.64,3.10,2.85
Milan,Empoli,1,1.62,3.80,5.81
Bologna,Sassuolo,2,2.69,3.16,2.76
Empoli,Chievo,2,2.23,3.15,3.45
Fiorentina,Milan,1,2.20,3.21,3.48
Frosinone,Torino,2,3.69,3.25,2.11
Inter,Atalanta,1,,,
Palermo,Genoa,1,2.05,3.31,3.79
Sampdoria,Carpi,1,2.01,3.24,4.13
Sassuolo,Napoli,1,4.60,3.48,1.83
Juventus,Udinese,2,1.31,5.00,11.13
Lazio,Bologna,1,1.53,3.80,7.50
Verona,Roma,X,5.17,3.70,1.71
