Home,Away,Outcome,Odd_1,Odd_X,Odd_2
Milan,Genoa,2,1.58,4.03,6.02
Sampdoria,Verona,1,2.58,3.18,2.84
Cagliari,Roma,2,3.25,3.53,2.17
Lecce,Atalanta,2,7.46,5.36,1.37
Napoli,Torino,1,1.56,4.10,6.06
Lazio,Bologna,1,1.57,4.13,5.78
Roma,Lecce,1,1.24,6.63,10.50
Genoa,Lazio,2,4.62,3.72,1.77
Fiorentina,Milan,X,2.77,3.05,2.76
Spal,Juventus,2,7.11,4.58,1.44
Bologna,Udinese,X,2.11,3.35,3.58
Brescia,Napoli,2,5.75,4.21,1.56
Milan,Torino,1,1.50,4.31,6.54
Lazio,Inter,1,2.45,3.39,2.89
Cagliari,Napoli,2,4.01,3.59,1.91
Juventus,Brescia,1,1.18,7.13,15.62
Sampdoria,Fiorentina,2,2.82,3.02,2.74
Sassuolo,Parma,2,1.79,3.91,4.24
Udinese,Verona,X,2.46,3.20,2.98
Atalanta,Roma,1,1.74,4.22,4.16
Bologna,Genoa,2,1.74,3.66,4.91
Lecce,Spal,1,2.30,3.49,3.02
Inter,Milan,1,2.05,3.32,3.84
Parma,Lazio,2,4.31,3.74,1.81
Brescia,Udinese,X,3.00,3.16,2.48
Genoa,Cagliari,1,2.32,3.33,3.12
Napoli,Lecce,2,1.22,6.48,12.40
Spal,Sassuolo,2,2.87,3.38,2.45
Verona,Juventus,1,5.92,3.73,1.63
Torino,Sampdoria,2,2.34,3.10,3.32
Fiorentina,Atalanta,2,3.81,3.73,1.91
Roma,Bologna,2,1.58,4.21,5.54
Lazio,Verona,X,1.44,4.50,7.47
Sampdoria,Napoli,2,3.90,3.36,2.01
Udinese,Inter,2,4.49,3.48,1.83
Lecce,Torino,1,3.02,3.37,2.36
Milan,Verona,X,1.75,3.67,4.82
Atalanta,Genoa,X,1.25,6.18,11.30
Lazio,Spal,1,1.24,6.04,12.10
Juventus,Fiorentina,1,1.33,5.12,9.36
Sassuolo,Roma,1,4.35,3.93,1.75
Cagliari,Parma,X,1.79,3.70,4.51
Bologna,Brescia,1,1.63,4.08,5.12
Napoli,Juventus,1,3.48,3.44,2.13
Roma,Lazio,X,2.85,3.53,2.40
Parma,Udinese,1,2.45,3.17,3.04
Sampdoria,Sassuolo,X,2.42,3.26,3.02
Verona,Lecce,1,1.57,4.12,5.69
Inter,Cagliari,X,1.31,5.21,10.20
Torino,Atalanta,2,4.98,3.87,1.69
Fiorentina,Genoa,X,1.77,3.56,4.88
Spal,Bologna,2,2.91,3.26,2.49
Brescia,Milan,2,5.10,3.99,1.65
Atalanta,Spal,2,1.19,7.17,14.40
Juventus,Parma,1,1.21,6.69,13.14
Genoa,Roma,2,4.53,3.52,1.82
Bologna,Verona,X,2.06,3.39,3.68
Brescia,Cagliari,X,2.67,3.38,2.62
Lecce,Inter,X,10.10,5.92,1.28
Milan,Udinese,1,1.59,3.80,5.95
Napoli,Fiorentina,2,1.60,4.09,5.52
Sassuolo,Torino,1,2.43,3.37,2.92
Lazio,Sampdoria,1,1.40,4.72,8.16
Parma,Lecce,1,1.67,3.97,4.96
Roma,Juventus,2,3.27,3.51,2.18
Verona,Genoa,1,2.08,3.27,3.71
Fiorentina,Spal,1,1.56,3.98,6.47
Sampdoria,Brescia,1,2.16,3.16,3.64
Torino,Bologna,1,2.33,3.31,3.13
Udinese,Sassuolo,1,2.17,3.35,3.43
Inter,Atalanta,X,2.19,3.54,3.20
Lazio,Napoli,1,2.03,3.72,3.44
Cagliari,Milan,2,3.11,3.41,2.29
Napoli,Inter,2,2.59,3.43,2.71
Lecce,Udinese,2,3.15,3.39,2.28
Milan,Sampdoria,X,1.63,3.73,5.85
Atalanta,Parma,1,1.29,5.88,9.28
Juventus,Cagliari,1,1.26,6.00,10.78
Bologna,Fiorentina,X,2.58,3.40,2.71
Roma,Torino,2,1.51,4.26,6.41
Genoa,Sassuolo,1,2.26,3.39,3.19
Spal,Verona,2,2.51,3.15,2.97
Brescia,Lazio,2,4.68,3.96,1.70
Sassuolo,Napoli,2,4.94,4.27,1.63
Lecce,Bologna,2,3.30,3.62,2.11
Parma,Brescia,X,2.14,3.41,3.45
Atalanta,Milan,1,1.82,3.72,4.23
Torino,Spal,2,1.63,3.73,5.95
Inter,Genoa,1,1.46,4.33,7.35
Udinese,Cagliari,1,2.26,3.20,3.39
Fiorentina,Roma,2,3.25,3.46,2.19
Brescia,Sassuolo,2,2.54,3.48,2.70
Sampdoria,Juventus,2,6.92,4.44,1.47
Cagliari,Lazio,2,4.69,4.04,1.69
Fiorentina,Inter,X,3.59,3.45,2.07
Roma,Spal,1,1.33,5.21,9.34
Milan,Sassuolo,X,1.51,4.59,5.85
Bologna,Atalanta,1,3.53,3.75,1.99
Juventus,Udinese,1,1.24,6.06,12.30
Verona,Torino,X,2.69,3.04,2.85
Genoa,Sampdoria,2,2.65,3.04,2.88
Napoli,Parma,2,1.30,5.47,9.95
Brescia,Lecce,1,1.93,3.70,3.78
Bologna,Milan,2,3.32,3.37,2.21
Sampdoria,Parma,2,2.22,3.19,3.50
Sassuolo,Cagliari,X,2.47,3.50,2.77
Spal,Brescia,2,2.30,3.22,3.27
Torino,Fiorentina,1,2.53,3.08,3.00
Lecce,Genoa,X,2.71,3.52,2.50
Lazio,Juventus,1,2.91,3.52,2.37
Udinese,Napoli,X,6.07,4.16,1.55
Atalanta,Verona,1,1.34,5.15,9.10
Inter,Roma,X,1.77,3.86,4.45
Cagliari,Sampdoria,1,2.00,3.37,3.89
Verona,Roma,2,4.61,3.69,1.78
Napoli,Bologna,2,1.45,4.58,6.81
Inter,Spal,1,1.27,5.65,11.76
Lazio,Udinese,1,1.32,5.28,9.88
Parma,Milan,2,3.76,3.23,2.10
Juventus,Sassuolo,X,1.17,7.29,16.30
Fiorentina,Lecce,2,1.47,4.49,6.69
Genoa,Torino,2,2.52,3.25,2.87
Brescia,Atalanta,2,6.75,4.60,1.46
Spal,Genoa,X,2.52,3.20,2.91
Lecce,Cagliari,X,3.18,3.43,2.23
Sampdoria,Udinese,1,2.00,3.26,4.12
Roma,Brescia,1,1.33,5.21,9.14
Sassuolo,Lazio,2,5.25,4.23,1.60
Verona,Fiorentina,1,3.51,3.24,2.19
Bologna,Parma,X,1.82,3.59,4.46
Torino,Inter,2,4.08,3.40,1.95
Milan,Napoli,X,2.98,3.36,2.40
Atalanta,Juventus,2,2.81,3.40,2.52
Juventus,Milan,1,1.41,4.60,8.14
Parma,Roma,1,4.91,3.93,1.68
Lazio,Lecce,1,1.20,6.98,13.00
Sampdoria,Atalanta,X,5.15,3.90,1.65
Udinese,Spal,X,2.01,3.20,4.15
Cagliari,Fiorentina,1,2.78,3.22,2.59
Napoli,Genoa,X,1.28,5.96,9.69
Inter,Verona,1,1.32,5.18,9.93
Brescia,Torino,2,2.88,3.20,2.55
Sassuolo,Bologna,1,2.69,3.37,2.60
Spal,Sampdoria,2,2.40,3.15,3.14
Milan,Lazio,2,3.29,3.43,2.19
Fiorentina,Parma,X,1.57,4.08,5.83
Genoa,Udinese,2,1.91,3.48,4.21
Lecce,Sassuolo,X,2.85,3.32,2.49
Verona,Brescia,1,2.13,3.23,3.70
Atalanta,Cagliari,2,1.32,5.62,9.00
Torino,Juventus,2,6.91,3.98,1.52
Bologna,Inter,2,3.83,3.58,1.97
Roma,Napoli,1,3.20,3.52,2.22
Milan,Spal,1,1.59,3.87,6.22
Cagliari,Bologna,1,2.62,3.33,2.68
Juventus,Genoa,1,1.22,6.37,13.23
Lazio,Torino,1,1.53,4.11,6.25
Sampdoria,Lecce,X,1.71,3.70,5.03
Sassuolo,Fiorentina,2,3.22,3.28,2.29
Udinese,Roma,2,3.87,3.28,2.05
Napoli,Atalanta,X,2.18,3.57,3.19
Brescia,Inter,2,8.33,4.80,1.39
Parma,Verona,2,2.70,3.05,2.83
Fiorentina,Lazio,2,2.53,3.33,2.78
Roma,Milan,1,2.08,3.38,3.65
Atalanta,Udinese,1,1.41,4.70,7.81
Spal,Napoli,X,6.65,4.39,1.49
Torino,Cagliari,X,1.76,3.67,4.74
Bologna,Sampdoria,1,1.94,3.42,4.13
Genoa,Brescia,1,1.99,3.52,3.76
Inter,Parma,X,1.29,5.48,10.67
Lecce,Juventus,X,8.70,4.88,1.35
Verona,Sassuolo,2,2.37,3.20,3.12
Brescia,Fiorentina,X,4.57,3.82,1.75
Milan,Lecce,X,1.43,4.52,7.43
Parma,Genoa,1,2.69,3.12,2.80
Cagliari,Spal,1,2.08,3.25,3.77
Sampdoria,Roma,X,3.55,3.40,2.11
Udinese,Torino,1,2.96,3.08,2.59
Sassuolo,Inter,2,5.46,3.73,1.66
Juventus,Bologna,1,1.35,4.97,9.07
Napoli,Verona,1,1.23,6.42,12.67
Lazio,Atalanta,X,2.22,3.58,3.14
Inter,Juventus,2,2.77,3.10,2.82
Torino,Napoli,X,3.83,3.70,1.92
Roma,Cagliari,X,1.37,4.95,8.38
Atalanta,Lecce,1,1.21,7.00,12.65
Bologna,Lazio,X,3.59,3.48,2.06
Fiorentina,Udinese,1,1.55,3.88,6.90
Genoa,Milan,2,3.00,3.22,2.45
Verona,Sampdoria,1,2.54,3.22,2.89
Spal,Parma,1,2.64,3.15,2.84
Parma,Torino,1,3.18,3.15,2.39
Milan,Fiorentina,2,2.38,3.10,3.26
Cagliari,Verona,X,2.19,3.23,3.47
Lazio,Genoa,1,1.35,5.22,8.06
Lecce,Roma,2,4.96,4.12,1.64
Udinese,Bologna,1,3.06,3.17,2.44
Napoli,Brescia,1,1.20,6.90,13.10
Sassuolo,Atalanta,2,4.13,4.00,1.75
Sampdoria,Inter,2,5.10,3.70,1.70
Juventus,Spal,1,1.19,6.55,16.00
Torino,Milan,1,2.55,3.03,3.02
Fiorentina,Sampdoria,1,1.61,4.07,5.41
Genoa,Bologna,X,2.40,3.47,2.87
Inter,Lazio,1,1.95,3.48,3.96
Napoli,Cagliari,2,1.18,7.13,14.77
Parma,Sassuolo,1,2.79,3.33,2.52
Spal,Lecce,2,2.09,3.33,3.65
Roma,Atalanta,2,2.33,3.62,2.90
Brescia,Juventus,2,7.42,4.15,1.47
Verona,Udinese,X,2.51,3.05,3.07
Lazio,Parma,1,1.28,5.77,9.97
Atalanta,Fiorentina,X,2.20,3.45,3.22
Bologna,Roma,2,2.68,3.52,2.54
Lecce,Napoli,2,7.92,4.73,1.40
Sampdoria,Torino,1,2.91,3.25,2.48
Sassuolo,Spal,1,1.98,3.42,3.93
Milan,Inter,2,3.79,3.15,2.13
Juventus,Verona,1,1.19,6.63,16.17
Udinese,Brescia,2,1.88,3.48,4.35
Cagliari,Genoa,1,2.97,3.27,2.46
Torino,Lecce,2,1.42,4.43,7.83
Verona,Milan,2,4.97,3.43,1.77
Roma,Sassuolo,1,1.53,4.37,5.77
Brescia,Bologna,2,3.59,3.35,2.10
Parma,Cagliari,2,2.17,3.18,3.62
Spal,Lazio,1,5.85,4.00,1.59
Genoa,Atalanta,2,3.46,3.60,2.09
Inter,Udinese,1,1.34,5.00,9.53
Napoli,Sampdoria,1,1.29,5.88,9.50
Fiorentina,Juventus,X,4.64,3.55,1.81
Atalanta,Torino,2,1.57,4.05,5.63
Cagliari,Inter,2,5.55,4.00,1.59
Genoa,Fiorentina,1,2.75,3.43,2.50
Lecce,Verona,2,1.98,3.45,3.93
Sassuolo,Sampdoria,1,2.24,3.45,3.18
Udinese,Parma,2,1.91,3.38,4.14
Lazio,Roma,X,2.01,3.60,3.58
Juventus,Napoli,1,2.01,3.35,3.95
Milan,Brescia,1,1.55,3.83,6.75
Bologna,Spal,1,1.77,3.53,4.78
Inter,Lecce,1,1.24,5.80,12.75
Roma,Genoa,X,1.67,3.75,5.30
Cagliari,Brescia,2,1.80,3.55,4.63
Sampdoria,Lazio,2,3.63,3.38,2.07
Spal,Atalanta,2,4.95,3.72,1.71
Torino,Sassuolo,1,1.85,3.53,4.37
Verona,Bologna,X,3.90,3.33,2.04
Udinese,Milan,1,3.93,3.38,2.00
Fiorentina,Napoli,2,4.27,3.63,1.85
Parma,Juventus,2,9.00,5.00,1.34
