Home,Away,Outcome,Odd_1,Odd_X,Odd_2
Juventus,Udinese,1,1.23,5.84,14.96
Sassuolo,Spal,X,2.03,3.26,3.95
Fiorentina,Benevento,1,1.37,4.79,8.52
Verona,Chievo,1,3.76,3.28,2.10
Roma,Torino,1,1.57,4.29,5.69
Napoli,Roma,2,1.59,3.93,6.01
Lazio,Juventus,2,3.23,3.14,2.34
Spal,Bologna,1,2.43,3.10,3.13
Cagliari,Napoli,2,11.72,5.34,1.28
Roma,Milan,2,2.01,3.39,3.81
Fiorentina,Chievo,1,1.45,4.21,7.75
Sampdoria,Udinese,1,1.99,3.40,3.86
Sassuolo,Lazio,2,4.33,3.65,1.81
Verona,Torino,1,5.82,3.98,1.60
Crotone,Spal,2,2.27,3.08,3.50
Inter,Benevento,1,1.24,5.98,12.46
Bologna,Genoa,1,2.90,2.89,2.74
Lazio,Verona,1,1.18,7.35,14.38
Milan,Sampdoria,1,1.62,3.95,5.45
Atalanta,Fiorentina,X,2.34,3.25,3.16
Benevento,Crotone,1,2.39,3.18,3.10
Bologna,Sassuolo,1,2.63,3.08,2.87
Napoli,Spal,1,1.13,8.25,21.20
Torino,Juventus,2,4.96,3.50,1.77
Genoa,Inter,1,3.32,3.09,2.35
Chievo,Cagliari,1,2.19,3.09,3.67
Udinese,Roma,2,4.63,3.63,1.78
Roma,Benevento,1,1.17,7.70,16.26
Chievo,Genoa,2,2.98,3.01,2.61
Inter,Bologna,1,1.50,4.13,7.06
Sampdoria,Verona,1,1.46,4.50,6.86
Torino,Udinese,1,1.76,3.65,4.83
Sassuolo,Cagliari,X,1.99,3.35,3.94
Napoli,Lazio,1,1.79,3.58,4.78
Crotone,Atalanta,X,4.47,3.47,1.85
Spal,Milan,2,4.48,3.49,1.83
Fiorentina,Juventus,2,4.84,3.36,1.83
Lazio,Genoa,2,1.47,4.15,7.83
Benevento,Napoli,2,16.80,7.46,1.16
Atalanta,Chievo,1,1.43,4.50,7.86
Bologna,Fiorentina,2,3.23,3.25,2.30
Cagliari,Spal,1,2.07,3.28,3.81
Juventus,Sassuolo,1,1.22,6.06,15.10
Udinese,Milan,X,3.46,3.24,2.21
Verona,Roma,2,8.74,4.98,1.36
Inter,Crotone,X,1.27,5.37,12.70
Sampdoria,Torino,X,2.32,3.43,3.03
Roma,Sampdoria,2,1.37,4.94,8.37
Milan,Lazio,1,2.45,3.30,2.92
Crotone,Cagliari,X,2.57,2.99,3.02
Fiorentina,Verona,2,1.25,5.83,12.50
Genoa,Udinese,2,2.27,3.06,3.47
Napoli,Bologna,1,1.18,7.05,15.14
Torino,Benevento,1,1.40,4.70,7.70
Spal,Inter,X,5.71,3.94,1.60
Chievo,Juventus,2,9.99,4.73,1.35
Sassuolo,Atalanta,2,3.01,3.20,2.44
Sampdoria,Roma,X,3.82,3.63,1.93
Lazio,Udinese,1,1.53,4.15,6.28
Juventus,Genoa,1,1.21,5.98,17.00
Inter,Roma,X,2.42,3.39,2.89
Cagliari,Milan,2,3.99,3.43,1.96
Bologna,Benevento,1,1.70,3.57,5.36
Lazio,Chievo,1,1.29,5.61,10.20
Sampdoria,Fiorentina,1,3.05,3.33,2.35
Sassuolo,Torino,X,2.54,3.22,2.86
Udinese,Spal,X,1.81,3.52,4.53
Verona,Crotone,2,2.33,3.10,3.32
Atalanta,Napoli,2,3.75,3.37,2.05
Cagliari,Juventus,2,10.18,4.99,1.33
Roma,Atalanta,2,1.88,3.51,4.24
Milan,Crotone,1,1.26,5.69,12.42
Benevento,Sampdoria,1,3.73,3.42,2.03
Genoa,Sassuolo,1,2.29,3.09,3.41
Napoli,Verona,1,1.09,10.25,24.20
Spal,Lazio,2,5.90,3.82,1.61
Torino,Bologna,1,1.98,3.42,3.96
Fiorentina,Inter,X,2.53,3.26,2.84
Chievo,Udinese,X,3.12,3.09,2.44
Verona,Juventus,2,15.60,6.37,1.20
Inter,Lazio,X,2.27,3.46,3.10
Roma,Sassuolo,X,1.27,5.74,10.58
Atalanta,Cagliari,2,1.42,4.49,7.99
Benevento,Chievo,1,2.97,3.30,2.40
Bologna,Udinese,2,2.48,3.08,3.07
Sampdoria,Spal,1,1.81,3.51,4.57
Torino,Genoa,X,2.35,3.13,3.26
Fiorentina,Milan,X,2.33,3.27,3.13
Crotone,Napoli,2,15.75,6.42,1.20
Juventus,Roma,1,1.72,3.66,5.12
Milan,Atalanta,2,2.53,3.27,2.87
Genoa,Benevento,1,1.45,4.25,7.76
Napoli,Sampdoria,1,1.20,6.68,13.94
Sassuolo,Inter,1,4.96,3.72,1.72
Spal,Torino,X,3.16,3.26,2.33
Udinese,Verona,1,1.70,3.75,5.08
Lazio,Crotone,1,1.24,6.15,11.80
Cagliari,Fiorentina,2,3.10,3.26,2.38
Chievo,Bologna,2,2.58,3.06,2.94
Atalanta,Lazio,X,2.24,3.33,3.25
Benevento,Spal,2,2.66,3.18,2.73
Bologna,Juventus,2,7.60,4.29,1.45
Crotone,Chievo,1,2.95,3.02,2.59
Fiorentina,Genoa,X,1.73,3.56,5.10
Sampdoria,Sassuolo,2,1.89,3.59,4.07
Verona,Milan,1,5.77,4.34,1.54
Roma,Cagliari,1,1.22,6.43,12.75
Torino,Napoli,2,5.09,3.85,1.67
Inter,Udinese,2,1.33,5.13,9.35
Genoa,Atalanta,2,3.17,3.28,2.31
Lazio,Torino,2,1.51,4.40,6.32
Milan,Bologna,1,1.52,4.03,6.84
Sassuolo,Crotone,1,1.71,3.58,5.26
Napoli,Fiorentina,X,1.42,4.77,7.18
Spal,Verona,X,2.08,3.31,3.69
Udinese,Benevento,1,1.48,4.32,6.88
Chievo,Roma,X,5.85,3.99,1.59
Juventus,Inter,X,1.86,3.43,4.49
Cagliari,Sampdoria,X,2.46,3.38,2.87
Verona,Genoa,2,3.36,3.36,2.17
Crotone,Udinese,2,3.26,3.07,2.37
Sampdoria,Lazio,2,3.58,3.72,1.98
Bologna,Cagliari,X,2.10,3.25,3.72
Fiorentina,Sassuolo,1,1.56,4.17,5.85
Inter,Chievo,1,1.40,4.64,8.17
Benevento,Milan,X,8.91,5.18,1.33
Torino,Atalanta,X,2.58,3.39,2.70
Napoli,Juventus,2,2.11,3.18,3.76
Roma,Spal,1,1.23,6.22,12.00
Atalanta,Benevento,1,1.22,6.15,14.42
Juventus,Crotone,1,1.13,8.02,21.70
Lazio,Fiorentina,X,1.67,3.93,5.00
Milan,Torino,X,1.74,3.78,4.63
Genoa,Roma,X,5.15,3.81,1.68
Udinese,Napoli,2,10.12,5.18,1.31
Cagliari,Inter,2,4.99,3.92,1.67
Chievo,Spal,1,1.78,3.48,4.93
Sassuolo,Verona,2,1.65,3.90,5.27
Bologna,Sampdoria,1,2.43,3.29,2.96
Verona,Bologna,2,3.27,3.18,2.31
Inter,Atalanta,1,1.82,3.52,4.56
Benevento,Sassuolo,2,3.30,3.38,2.21
Sampdoria,Juventus,1,6.21,3.93,1.57
Spal,Fiorentina,X,4.03,3.52,1.93
Torino,Chievo,X,1.78,3.70,4.60
Udinese,Cagliari,2,1.98,3.49,3.83
Crotone,Genoa,2,3.21,3.17,2.33
Napoli,Milan,1,1.45,4.67,6.82
Roma,Lazio,1,2.18,3.44,3.32
Sassuolo,Milan,2,4.13,3.60,1.87
Atalanta,Spal,X,1.34,4.94,9.39
Cagliari,Verona,1,1.81,3.57,4.54
Chievo,Napoli,X,7.45,4.68,1.41
Fiorentina,Roma,2,3.22,3.57,2.17
Juventus,Benevento,1,1.05,14.30,35.00
Inter,Torino,X,1.56,4.24,5.68
Genoa,Sampdoria,2,2.48,3.24,2.90
Bologna,Crotone,2,1.77,3.37,5.21
Verona,Inter,2,8.43,5.16,1.35
Torino,Cagliari,1,1.54,4.32,5.78
Crotone,Fiorentina,1,5.34,3.83,1.65
Napoli,Sassuolo,1,1.14,8.80,15.78
Sampdoria,Chievo,1,2.10,3.39,3.57
Spal,Genoa,1,3.03,3.06,2.52
Udinese,Atalanta,1,3.81,3.34,2.04
Benevento,Lazio,2,10.40,5.55,1.29
Roma,Bologna,1,1.32,5.43,9.37
Milan,Juventus,2,4.15,3.56,1.89
Roma,Crotone,1,1.16,7.55,16.40
Bologna,Lazio,2,4.94,3.66,1.73
Cagliari,Benevento,1,1.65,3.84,5.40
Chievo,Milan,2,3.41,3.30,2.20
Fiorentina,Torino,1,1.73,3.94,4.56
Genoa,Napoli,2,8.45,4.79,1.37
Juventus,Spal,1,1.11,9.44,22.00
Sassuolo,Udinese,2,1.93,3.47,4.09
Atalanta,Verona,1,1.32,5.19,9.98
Inter,Sampdoria,1,1.43,4.63,7.30
Lazio,Cagliari,1,1.24,6.30,11.18
Udinese,Juventus,2,9.05,4.55,1.38
Milan,Genoa,X,1.58,3.97,5.91
Atalanta,Bologna,1,1.59,3.84,6.16
Benevento,Fiorentina,2,6.18,4.22,1.53
Spal,Sassuolo,2,2.93,3.26,2.46
Torino,Roma,2,3.55,3.75,1.97
Chievo,Verona,1,2.01,3.32,3.89
Napoli,Inter,X,1.47,4.61,6.31
Sampdoria,Crotone,1,1.53,4.07,6.52
Verona,Benevento,1,1.88,3.53,4.29
Inter,Milan,1,2.16,3.33,3.50
Bologna,Spal,1,1.95,3.21,4.28
Cagliari,Genoa,2,2.41,3.12,3.18
Crotone,Torino,X,3.40,3.31,2.20
Sampdoria,Atalanta,1,3.27,3.31,2.25
Sassuolo,Chievo,X,2.22,3.24,3.44
Fiorentina,Udinese,1,1.63,3.84,5.57
Roma,Napoli,2,3.24,3.57,2.16
Juventus,Lazio,2,1.58,4.03,5.93
Atalanta,Juventus,X,4.84,3.44,1.80
Milan,Roma,2,2.44,3.53,2.80
Benevento,Inter,2,10.82,5.87,1.26
Chievo,Fiorentina,1,2.91,3.21,2.51
Lazio,Sassuolo,1,1.50,4.31,6.61
Spal,Crotone,X,1.91,3.36,4.36
Torino,Verona,X,1.29,5.60,10.04
Napoli,Cagliari,1,1.12,9.16,20.60
Genoa,Bologna,2,2.21,3.21,3.50
Udinese,Sampdoria,1,2.51,3.25,2.92
Fiorentina,Atalanta,X,2.25,3.39,3.22
Sassuolo,Bologna,2,2.05,3.31,3.84
Cagliari,Chievo,2,2.24,3.26,3.35
Crotone,Benevento,1,2.01,3.31,4.04
Inter,Genoa,1,1.32,5.21,9.40
Verona,Lazio,2,5.84,4.20,1.56
Sampdoria,Milan,1,3.68,3.63,2.00
Juventus,Torino,1,1.37,4.91,8.24
Spal,Napoli,2,13.87,6.63,1.21
Roma,Udinese,1,1.23,6.28,12.76
Milan,Spal,1,1.24,6.02,12.30
Atalanta,Crotone,1,1.36,4.70,9.60
Cagliari,Sassuolo,2,2.17,3.40,3.37
Genoa,Chievo,X,2.20,3.23,3.48
Juventus,Fiorentina,1,1.38,4.73,8.88
Lazio,Napoli,2,3.42,3.56,2.09
Udinese,Torino,2,3.14,3.48,2.24
Verona,Sampdoria,X,3.56,3.38,2.11
Benevento,Roma,2,9.89,5.50,1.30
Bologna,Inter,X,5.70,3.94,1.61
Genoa,Lazio,2,3.98,3.54,1.94
Chievo,Atalanta,X,2.96,3.20,2.50
Milan,Udinese,1,1.36,4.92,8.65
Napoli,Benevento,1,1.10,10.21,22.80
Spal,Cagliari,2,2.43,3.29,2.98
Torino,Sampdoria,X,1.70,3.96,4.75
Sassuolo,Juventus,2,7.70,4.24,1.46
Roma,Verona,1,1.19,6.93,14.54
Fiorentina,Bologna,1,1.52,4.18,6.42
Crotone,Inter,2,8.17,4.71,1.39
Bologna,Napoli,2,8.78,4.91,1.36
Benevento,Torino,2,3.92,3.69,1.91
Lazio,Milan,1,2.30,3.44,3.05
Atalanta,Sassuolo,1,1.63,3.88,5.69
Cagliari,Crotone,1,1.63,3.88,5.68
Udinese,Genoa,1,2.45,3.13,3.11
Verona,Fiorentina,2,3.71,3.42,2.05
Inter,Spal,1,1.21,6.66,13.64
Juventus,Chievo,1,1.23,5.86,13.40
Milan,Cagliari,1,1.29,5.57,10.15
Chievo,Lazio,2,3.95,3.39,1.99
Crotone,Verona,X,2.75,3.14,2.71
Fiorentina,Sampdoria,2,1.66,3.99,5.03
Napoli,Atalanta,1,1.35,5.02,8.96
Spal,Udinese,1,2.46,3.21,2.99
Torino,Sassuolo,1,1.66,3.93,5.16
Roma,Inter,2,2.19,3.49,3.21
Benevento,Bologna,2,2.65,3.13,2.80
Genoa,Juventus,2,8.32,4.39,1.42
Bologna,Torino,X,3.22,3.30,2.28
Crotone,Milan,2,7.18,4.17,1.49
Inter,Fiorentina,1,1.51,4.27,6.53
Lazio,Spal,X,1.26,5.79,11.50
Sampdoria,Benevento,1,1.62,3.82,5.80
Sassuolo,Genoa,X,1.91,3.51,4.15
Udinese,Chievo,2,2.02,3.28,3.99
Atalanta,Roma,2,2.87,3.42,2.46
Verona,Napoli,2,7.93,4.71,1.40
Juventus,Cagliari,1,1.13,8.20,21.20
