Home,Away,Outcome,Odd_1,Odd_X,Odd_2
Juventus,Milan,1,1.88,3.20,4.85
Parma,Torino,X,4.90,3.58,1.77
Atalanta,Bologna,1,1.37,4.85,8.33
Sassuolo,Chievo,1,1.63,3.87,5.45
Roma,Fiorentina,X,1.99,3.48,3.75
Frosinone,Parma,1,2.00,3.25,4.17
Genoa,Inter,2,4.34,3.42,1.90
Spal,Lazio,1,5.77,3.88,1.60
Torino,Sampdoria,1,2.12,3.23,3.72
Empoli,Napoli,1,6.00,4.29,1.53
Cagliari,Juventus,2,5.70,3.43,1.70
Milan,Udinese,X,1.54,3.95,6.83
Inter,Lazio,2,2.44,3.22,2.98
Bologna,Sassuolo,1,2.12,3.27,3.70
Roma,Napoli,2,3.40,3.45,2.15
Fiorentina,Torino,X,2.18,3.27,3.50
Frosinone,Spal,2,2.98,3.08,2.55
Parma,Atalanta,2,6.02,4.21,1.55
Sampdoria,Milan,1,3.10,3.13,2.43
Juventus,Empoli,1,1.29,5.38,11.33
Udinese,Genoa,1,2.62,3.03,2.92
Chievo,Cagliari,2,2.53,3.02,3.05
Milan,Inter,2,2.54,2.98,3.10
Napoli,Udinese,1,1.20,6.58,15.00
Atalanta,Chievo,X,1.21,6.53,14.67
Empoli,Frosinone,1,1.76,3.57,4.87
Lazio,Parma,1,1.26,5.83,11.50
Genoa,Juventus,1,5.47,3.47,1.72
Torino,Bologna,2,2.06,3.12,4.03
Spal,Roma,1,3.82,3.35,2.05
Sassuolo,Sampdoria,2,2.34,3.23,3.18
Cagliari,Fiorentina,1,3.13,3.30,2.32
Roma,Empoli,1,1.53,4.38,5.85
Fiorentina,Lazio,X,2.95,3.37,2.38
Sassuolo,Napoli,X,6.42,4.05,1.54
Frosinone,Torino,2,4.10,3.05,2.09
Inter,Spal,1,1.39,4.30,9.83
Sampdoria,Atalanta,2,3.82,3.55,1.98
Bologna,Cagliari,1,1.94,3.23,4.32
Chievo,Milan,2,5.62,3.53,1.69
Parma,Genoa,1,2.89,2.97,2.69
Juventus,Udinese,1,1.41,4.38,8.83
Napoli,Juventus,2,2.53,3.08,2.98
Atalanta,Fiorentina,1,1.80,3.75,4.41
Genoa,Frosinone,X,1.74,3.40,5.53
Spal,Sampdoria,2,2.80,3.15,2.63
Udinese,Bologna,1,2.75,2.89,2.92
Torino,Chievo,1,1.55,3.77,6.92
Lazio,Roma,1,2.31,3.42,3.08
Milan,Sassuolo,1,1.58,3.90,6.27
Empoli,Parma,X,1.99,3.45,3.87
Cagliari,Inter,1,5.38,3.60,1.71
Fiorentina,Inter,X,3.07,3.27,2.35
Parma,Napoli,2,10.00,5.08,1.32
Bologna,Juventus,2,7.00,3.75,1.55
Chievo,Genoa,X,3.30,3.07,2.38
Sassuolo,Spal,X,2.03,3.28,3.87
Sampdoria,Cagliari,1,1.74,3.48,5.32
Frosinone,Roma,2,7.50,4.77,1.41
Torino,Atalanta,1,2.85,3.25,2.50
Milan,Empoli,1,1.46,4.31,7.33
Roma,Bologna,1,1.41,4.63,7.67
Napoli,Torino,X,1.38,4.62,9.17
Inter,Sampdoria,1,1.50,4.10,7.00
Empoli,Sassuolo,1,2.58,3.32,2.75
Genoa,Lazio,1,3.28,3.28,2.24
Udinese,Chievo,1,1.94,3.22,4.41
Spal,Fiorentina,2,3.77,3.23,2.11
Atalanta,Milan,2,2.07,3.32,3.75
Cagliari,Parma,1,1.97,3.32,4.00
Juventus,Frosinone,1,1.11,9.33,23.00
Milan,Cagliari,1,1.46,4.21,8.00
Sassuolo,Juventus,2,6.75,4.17,1.52
Atalanta,Spal,1,1.32,5.58,9.00
Sampdoria,Frosinone,2,1.52,4.00,7.25
Torino,Udinese,1,1.74,3.47,5.53
Bologna,Genoa,X,2.37,3.10,3.32
Parma,Inter,2,5.72,3.93,1.61
Fiorentina,Napoli,X,4.07,3.53,1.92
Chievo,Roma,2,5.92,4.34,1.53
Lazio,Empoli,1,1.39,4.88,8.17
Cagliari,Atalanta,2,5.42,4.31,1.58
Frosinone,Lazio,2,8.83,4.97,1.36
Roma,Milan,X,2.16,3.45,3.38
Inter,Bologna,2,1.41,4.41,8.83
Genoa,Sassuolo,X,2.37,3.28,3.05
Udinese,Fiorentina,X,3.83,3.27,2.06
Spal,Torino,X,3.37,2.94,2.43
Juventus,Parma,X,1.18,6.92,17.00
Napoli,Sampdoria,1,1.29,5.52,10.50
Empoli,Chievo,X,1.86,3.58,4.34
Empoli,Genoa,2,2.36,3.32,3.03
Lazio,Juventus,2,4.00,3.28,2.01
Torino,Inter,1,3.48,3.22,2.23
Atalanta,Roma,X,2.00,3.92,3.42
Bologna,Frosinone,2,1.66,3.53,5.93
Parma,Spal,2,2.29,3.00,3.52
Chievo,Fiorentina,2,4.97,3.45,1.78
Milan,Napoli,X,3.52,3.22,2.21
Sampdoria,Udinese,1,1.90,3.28,4.57
Sassuolo,Cagliari,1,2.00,3.42,3.90
Juventus,Chievo,1,1.09,9.50,29.67
Genoa,Milan,2,3.15,3.12,2.42
Napoli,Lazio,1,2.06,3.38,3.73
Cagliari,Empoli,X,1.98,3.55,3.80
Fiorentina,Sampdoria,X,1.78,3.67,4.55
Spal,Bologna,X,2.46,2.98,3.27
Frosinone,Atalanta,2,7.33,4.62,1.44
Inter,Sassuolo,X,1.38,5.05,7.83
Udinese,Parma,2,2.15,3.05,3.87
Roma,Torino,1,1.61,4.02,5.57
Milan,Spal,1,1.44,4.17,8.33
Napoli,Bologna,1,1.25,5.93,12.50
Chievo,Frosinone,1,1.98,3.12,4.53
Empoli,Inter,2,6.67,4.62,1.45
Genoa,Fiorentina,X,2.62,3.15,2.82
Lazio,Torino,X,1.61,3.93,5.83
Parma,Roma,2,5.45,4.13,1.60
Sassuolo,Atalanta,2,3.15,3.43,2.26
Udinese,Cagliari,1,2.49,3.00,3.17
Juventus,Sampdoria,1,1.19,6.67,15.33
Inter,Napoli,1,2.80,3.38,2.52
Roma,Sassuolo,1,1.51,4.24,6.37
Spal,Udinese,X,2.29,3.05,3.47
Torino,Empoli,1,1.72,3.73,4.95
Atalanta,Juventus,X,4.78,3.37,1.84
Bologna,Lazio,2,5.13,3.65,1.73
Cagliari,Genoa,1,2.29,3.33,3.18
Fiorentina,Parma,2,1.45,4.28,7.50
Sampdoria,Chievo,1,1.61,3.82,6.10
Frosinone,Milan,X,6.42,3.65,1.62
Juventus,Roma,1,1.36,4.88,9.17
Chievo,Inter,X,8.50,4.57,1.38
Parma,Bologna,X,2.50,3.08,3.05
Milan,Fiorentina,2,2.20,3.22,3.50
Empoli,Sampdoria,2,2.44,3.35,2.94
Genoa,Atalanta,1,4.27,3.70,1.83
Napoli,Spal,1,1.18,7.00,15.00
Sassuolo,Torino,X,2.53,3.00,3.07
Udinese,Frosinone,X,1.68,3.73,5.33
Lazio,Cagliari,1,1.31,5.33,9.83
Bologna,Milan,X,4.30,3.31,1.93
Atalanta,Lazio,1,2.05,3.46,3.62
Roma,Genoa,1,1.47,4.45,6.41
Cagliari,Napoli,2,6.69,3.86,1.55
Fiorentina,Empoli,1,1.84,3.56,4.39
Frosinone,Sassuolo,2,3.58,3.24,2.15
Sampdoria,Parma,1,1.90,3.36,4.43
Spal,Chievo,X,2.06,3.20,3.90
Torino,Juventus,2,6.81,3.70,1.58
Inter,Udinese,1,1.32,5.30,9.75
Milan,Torino,X,1.88,3.28,4.59
Genoa,Spal,X,1.95,3.29,4.29
Empoli,Bologna,1,2.06,3.41,3.70
Parma,Chievo,X,2.13,3.20,3.69
Udinese,Atalanta,2,4.28,3.51,1.87
Sassuolo,Fiorentina,X,2.55,3.20,2.91
Lazio,Sampdoria,X,1.42,4.76,7.19
Cagliari,Roma,X,4.01,3.56,1.92
Napoli,Frosinone,1,1.17,7.50,16.63
Juventus,Inter,1,1.54,3.88,6.81
Atalanta,Napoli,2,3.39,3.35,2.19
Roma,Inter,X,2.68,3.43,2.61
Chievo,Lazio,X,6.56,4.33,1.49
Frosinone,Cagliari,X,3.16,3.16,2.39
Sassuolo,Udinese,X,1.98,3.36,4.00
Torino,Genoa,1,1.82,3.51,4.61
Milan,Parma,1,1.54,3.99,6.44
Sampdoria,Bologna,1,2.01,3.23,4.13
Fiorentina,Juventus,2,5.65,3.73,1.65
Spal,Empoli,X,2.39,3.20,3.10
Cagliari,Torino,X,2.89,3.16,2.57
Genoa,Sampdoria,X,2.70,3.14,2.75
Lazio,Milan,X,1.73,3.74,4.84
Bologna,Fiorentina,X,3.18,3.14,2.40
Empoli,Atalanta,1,5.18,4.08,1.64
Napoli,Chievo,X,1.13,8.25,19.63
Parma,Sassuolo,1,3.26,3.40,2.23
Inter,Frosinone,1,1.25,5.90,12.13
Juventus,Spal,1,1.15,7.63,19.88
Udinese,Roma,1,3.88,3.46,2.00
Milan,Juventus,2,5.05,3.64,1.73
Sassuolo,Lazio,X,3.80,3.50,1.99
Roma,Sampdoria,1,1.42,4.78,7.13
Chievo,Bologna,X,2.96,3.11,2.54
Empoli,Udinese,1,2.04,3.36,3.78
Atalanta,Inter,1,2.78,3.43,2.51
Genoa,Napoli,2,7.63,4.75,1.40
Spal,Cagliari,X,2.65,3.04,2.89
Torino,Parma,2,1.48,4.14,7.38
Frosinone,Fiorentina,X,5.09,3.59,1.73
Udinese,Milan,2,4.44,3.39,1.88
Bologna,Atalanta,2,5.13,3.84,1.68
Chievo,Sassuolo,2,3.85,3.34,2.04
Parma,Frosinone,X,2.04,3.39,3.72
Sampdoria,Torino,2,2.80,3.20,2.63
Lazio,Spal,1,1.34,5.11,9.00
Juventus,Cagliari,1,1.16,7.31,17.13
Fiorentina,Roma,X,2.68,3.41,2.62
Inter,Genoa,1,1.38,4.74,8.69
Napoli,Empoli,1,1.23,6.54,12.13
Milan,Genoa,1,1.46,4.53,6.88
Lazio,Inter,2,2.44,3.26,2.95
Napoli,Roma,X,1.58,4.13,5.63
Milan,Sampdoria,1,1.47,4.48,6.50
Cagliari,Chievo,1,1.58,3.78,6.44
Genoa,Udinese,X,2.07,3.34,3.70
Spal,Frosinone,2,1.83,3.46,4.68
Sassuolo,Bologna,X,1.80,3.48,4.79
Torino,Fiorentina,X,2.40,3.20,3.09
Empoli,Juventus,2,10.50,5.61,1.29
Atalanta,Parma,1,1.31,5.60,9.19
Sampdoria,Sassuolo,X,2.24,3.36,3.28
Inter,Milan,1,2.50,3.21,2.95
Fiorentina,Cagliari,X,1.60,3.86,5.88
Bologna,Torino,X,3.26,3.03,2.41
Chievo,Atalanta,2,5.69,3.98,1.61
Parma,Lazio,2,5.76,4.18,1.56
Frosinone,Empoli,X,3.18,3.30,2.30
Udinese,Napoli,2,6.14,3.94,1.57
Juventus,Genoa,X,1.15,7.75,18.25
Roma,Spal,2,1.28,5.90,9.81
Spal,Inter,2,6.81,3.88,1.54
Napoli,Sassuolo,1,1.40,4.78,7.88
Milan,Chievo,1,1.21,6.41,13.88
Atalanta,Sampdoria,2,1.55,4.20,5.95
Lazio,Fiorentina,1,1.75,3.79,4.61
Genoa,Parma,2,1.74,3.66,4.94
Empoli,Roma,2,4.56,3.98,1.72
Udinese,Juventus,2,11.13,5.10,1.31
Cagliari,Bologna,1,2.07,3.14,4.06
Torino,Frosinone,1,1.42,4.38,8.38
Sampdoria,Spal,1,1.76,3.54,4.96
Sassuolo,Milan,2,3.39,3.44,2.15
Parma,Empoli,1,2.48,3.35,2.87
Chievo,Torino,2,3.89,3.25,2.05
Fiorentina,Atalanta,1,2.31,3.40,3.10
Frosinone,Genoa,2,3.49,3.28,2.19
Bologna,Udinese,1,2.71,2.98,2.86
Inter,Cagliari,1,1.38,4.79,8.75
Juventus,Napoli,1,1.87,3.34,4.58
Roma,Lazio,1,2.59,3.45,2.64
Empoli,Milan,X,4.53,3.64,1.81
Spal,Sassuolo,2,2.48,3.21,2.98
Roma,Frosinone,1,1.21,6.69,13.75
Atalanta,Torino,X,1.73,3.79,4.89
Cagliari,Sampdoria,X,2.28,3.36,3.18
Genoa,Chievo,1,1.79,3.54,4.81
Juventus,Bologna,1,1.14,8.13,20.25
Napoli,Parma,1,1.20,6.69,14.25
Udinese,Lazio,2,4.01,3.36,1.99
Inter,Fiorentina,1,1.64,3.77,5.69
Frosinone,Juventus,2,17.38,6.63,1.19
Milan,Atalanta,X,2.16,3.19,3.63
Bologna,Roma,1,5.48,3.76,1.66
Chievo,Udinese,2,2.81,3.09,2.71
Lazio,Genoa,1,1.45,4.43,7.38
Torino,Napoli,2,4.31,3.51,1.88
Sampdoria,Inter,2,4.13,3.55,1.90
Fiorentina,Spal,1,1.69,3.60,5.58
Parma,Cagliari,1,2.43,3.26,2.99
Sassuolo,Empoli,1,2.13,3.30,3.60
Sampdoria,Fiorentina,X,2.77,3.30,2.58
Spal,Atalanta,1,4.99,3.70,1.73
Cagliari,Milan,X,4.53,3.51,1.83
Empoli,Lazio,2,5.06,3.97,1.66
Genoa,Bologna,1,1.98,3.19,4.23
Juventus,Sassuolo,1,1.21,6.63,13.00
Udinese,Torino,X,2.70,3.25,2.67
Roma,Chievo,X,1.22,6.41,12.63
Frosinone,Sampdoria,2,3.07,3.11,2.45
Napoli,Fiorentina,1,1.44,4.52,7.25
Inter,Parma,2,1.33,5.06,10.00
Atalanta,Cagliari,2,1.36,4.87,8.83
Chievo,Empoli,X,3.03,3.13,2.47
Lazio,Frosinone,1,1.23,6.17,12.50
Sampdoria,Napoli,1,6.50,4.41,1.48
Sassuolo,Genoa,1,2.38,3.20,3.13
Torino,Spal,1,1.65,3.67,5.67
Fiorentina,Udinese,1,1.78,3.68,4.58
Parma,Juventus,2,12.67,5.67,1.25
Bologna,Inter,2,4.77,3.25,1.87
Milan,Roma,1,2.38,3.40,2.95
Roma,Atalanta,X,1.54,4.13,6.13
Cagliari,Sassuolo,X,2.43,3.24,3.01
Fiorentina,Chievo,1,1.42,4.53,7.75
Frosinone,Bologna,X,3.33,3.00,2.36
Genoa,Empoli,1,2.02,3.44,3.74
Inter,Torino,X,1.58,3.94,5.96
Udinese,Sampdoria,1,2.21,3.41,3.28
Spal,Parma,1,2.34,2.97,3.44
Napoli,Milan,1,1.61,3.95,5.59
Juventus,Lazio,1,1.48,4.21,7.13
Atalanta,Frosinone,1,1.34,4.94,9.94
Bologna,Spal,2,2.21,3.09,3.60
Empoli,Cagliari,1,2.43,3.25,2.99
Parma,Udinese,X,2.70,3.14,2.74
Sassuolo,Inter,1,5.05,3.83,1.68
Torino,Roma,2,3.60,3.48,2.03
Lazio,Napoli,2,2.78,3.48,2.46
Chievo,Juventus,2,15.00,6.26,1.21
