Home,Away,Outcome,Odd_1,Odd_X,Odd_2
Juventus,Verona,1,1.55,3.80,7.00
Inter,Fiorentina,2,1.82,3.55,4.52
Cremonese,Atalanta,2,6.05,4.03,1.57
Inter,Juventus,2,2.04,3.25,3.95
Lazio,Roma,1,3.09,2.77,2.73
Fiorentina,Lecce,1,1.59,3.77,6.19
Torino,Napoli,2,4.90,3.44,1.79
Sampdoria,Verona,1,2.94,3.03,2.59
Udinese,Milan,1,3.65,3.32,2.10
Salernitana,Bologna,X,3.44,3.15,2.25
Monza,Cremonese,X,1.94,3.36,4.16
Atalanta,Empoli,1,1.41,4.87,7.40
Sassuolo,Spezia,1,1.75,3.82,4.57
Milan,Salernitana,X,1.25,5.96,12.44
Juventus,Sampdoria,1,1.34,4.83,10.18
Roma,Sassuolo,2,1.71,3.61,5.34
Cremonese,Fiorentina,2,4.77,3.71,1.75
Verona,Monza,X,2.52,3.10,3.01
Lecce,Torino,2,2.83,2.81,2.93
Bologna,Lazio,X,3.29,2.91,2.48
Napoli,Atalanta,1,1.67,3.85,5.18
Empoli,Udinese,2,3.02,3.30,2.40
Spezia,Inter,1,7.98,4.65,1.41
Torino,Bologna,1,2.33,2.93,3.57
Sassuolo,Cremonese,1,1.88,3.49,4.27
Roma,Juventus,1,2.91,2.85,2.78
Inter,Lecce,1,1.39,4.68,8.74
Sampdoria,Salernitana,X,2.29,3.17,3.36
Spezia,Verona,X,2.49,3.06,3.12
Fiorentina,Milan,1,2.74,3.16,2.72
Atalanta,Udinese,X,1.70,3.94,4.79
Monza,Empoli,1,1.97,3.38,4.05
Napoli,Lazio,2,1.63,3.85,5.71
Juventus,Torino,1,1.72,3.44,5.65
Cremonese,Roma,1,5.33,3.44,1.74
Lazio,Sampdoria,1,1.40,4.44,9.27
Verona,Fiorentina,2,3.46,3.19,2.23
Milan,Atalanta,1,2.21,3.29,3.37
Udinese,Spezia,X,1.76,3.67,4.76
Salernitana,Monza,1,3.68,3.33,2.07
Bologna,Inter,1,4.95,3.76,1.71
Lecce,Sassuolo,2,2.55,3.07,3.01
Empoli,Napoli,2,7.10,4.59,1.44
Torino,Cremonese,X,1.67,3.57,5.74
Roma,Verona,1,1.75,3.37,5.40
Spezia,Juventus,2,5.51,3.80,1.65
Fiorentina,Empoli,X,1.64,3.91,5.35
Salernitana,Lazio,2,4.92,3.59,1.75
Atalanta,Lecce,2,1.45,4.32,7.54
Inter,Udinese,1,1.43,4.61,7.36
Monza,Milan,2,3.52,3.28,2.17
Sampdoria,Bologna,2,3.42,3.17,2.25
Sassuolo,Napoli,2,5.36,3.97,1.62
Sampdoria,Inter,X,9.25,4.73,1.37
Verona,Salernitana,1,1.76,3.55,4.98
Napoli,Cremonese,1,1.18,6.88,16.55
Juventus,Fiorentina,1,1.75,3.53,5.12
Bologna,Monza,2,2.35,3.14,3.24
Udinese,Sassuolo,X,2.01,3.45,3.72
Lazio,Atalanta,2,2.23,3.23,3.40
Lecce,Roma,X,4.14,3.12,2.04
Empoli,Spezia,X,2.00,3.38,3.84
Milan,Torino,1,1.73,3.55,5.13
Salernitana,Juventus,2,6.67,4.17,1.51
Monza,Sampdoria,X,1.80,3.44,4.85
Verona,Lazio,X,4.24,3.38,1.92
Inter,Milan,1,1.97,3.30,4.19
Fiorentina,Bologna,2,1.81,3.57,4.54
Torino,Udinese,1,2.44,3.10,3.13
Spezia,Napoli,2,8.10,4.92,1.38
Sassuolo,Atalanta,1,3.84,3.77,1.90
Roma,Empoli,1,1.49,4.21,6.89
Cremonese,Lecce,2,2.69,3.01,2.86
Udinese,Verona,X,1.91,3.38,4.31
Napoli,Roma,1,1.75,3.55,5.03
Lazio,Fiorentina,X,2.00,3.32,3.99
Juventus,Monza,2,1.61,3.84,5.79
Milan,Sassuolo,2,1.45,4.61,6.68
Atalanta,Sampdoria,1,1.31,5.38,9.52
Cremonese,Inter,2,7.75,4.56,1.42
Empoli,Torino,X,3.11,3.03,2.50
Lecce,Salernitana,2,1.80,3.49,4.72
Bologna,Spezia,1,1.87,3.37,4.52
Lazio,Milan,1,2.82,3.22,2.58
Inter,Empoli,2,1.27,5.76,11.16
Bologna,Cremonese,X,1.77,3.43,5.12
Juventus,Atalanta,X,2.16,3.28,3.49
Spezia,Roma,2,5.29,3.45,1.75
Monza,Sassuolo,X,2.14,3.38,3.43
Sampdoria,Udinese,2,3.28,3.25,2.27
Fiorentina,Torino,2,1.86,3.39,4.53
Salernitana,Napoli,2,9.37,5.48,1.31
Verona,Lecce,1,2.23,3.02,3.66
Empoli,Sampdoria,1,2.09,3.21,3.81
Roma,Fiorentina,1,2.13,3.26,3.65
Atalanta,Salernitana,1,1.32,5.34,9.35
Torino,Spezia,2,1.74,3.55,5.06
Udinese,Bologna,2,1.89,3.39,4.32
Sassuolo,Lazio,2,3.62,3.74,1.97
Inter,Verona,1,1.34,5.25,8.68
Lecce,Milan,X,5.03,3.70,1.72
Cremonese,Monza,2,2.75,3.09,2.74
Napoli,Juventus,1,2.04,3.32,3.83
Bologna,Atalanta,2,3.42,3.29,2.20
Verona,Cremonese,1,2.24,3.19,3.43
Milan,Roma,X,1.84,3.59,4.34
Sampdoria,Napoli,2,7.19,4.41,1.45
Lazio,Empoli,X,1.50,4.29,6.42
Spezia,Lecce,X,2.35,3.09,3.28
Salernitana,Torino,X,3.76,3.27,2.08
Monza,Inter,X,5.80,4.16,1.57
Juventus,Udinese,1,1.72,3.67,5.05
Fiorentina,Sassuolo,1,1.79,3.86,4.28
Inter,Napoli,1,2.38,3.30,3.05
Udinese,Empoli,X,1.68,3.85,5.11
Cremonese,Juventus,2,4.76,3.52,1.79
Fiorentina,Monza,X,1.81,3.66,4.45
Roma,Bologna,1,1.67,3.68,5.57
Lecce,Lazio,1,3.74,3.27,2.09
Spezia,Atalanta,X,4.68,3.86,1.74
Torino,Verona,X,1.63,3.75,5.95
Salernitana,Milan,2,8.22,4.80,1.39
Sassuolo,Sampdoria,2,1.73,3.79,4.85
Juventus,Lazio,1,1.87,3.33,4.53
Milan,Fiorentina,1,1.65,3.89,5.23
Roma,Torino,X,1.82,3.29,4.96
Monza,Salernitana,1,1.98,3.34,4.01
Verona,Spezia,2,1.99,3.53,3.76
Atalanta,Inter,2,2.94,3.54,2.33
Bologna,Sassuolo,1,2.27,3.29,3.23
Sampdoria,Lecce,2,2.92,2.80,2.81
Napoli,Udinese,1,1.48,4.63,6.21
Empoli,Cremonese,1,2.49,3.27,2.88
Lazio,Monza,1,1.68,3.74,5.14
Verona,Juventus,2,5.83,3.86,1.61
Fiorentina,Salernitana,1,1.53,4.24,6.16
Inter,Bologna,1,1.38,5.09,7.50
Torino,Sampdoria,1,1.66,3.48,6.12
Lecce,Atalanta,1,3.43,3.18,2.23
Sassuolo,Roma,X,3.37,3.51,2.13
Cremonese,Milan,X,6.35,4.06,1.55
Napoli,Empoli,1,1.27,6.12,9.83
Spezia,Udinese,X,3.79,3.51,1.99
Juventus,Inter,1,3.06,3.23,2.41
Roma,Lazio,2,2.12,3.26,3.65
Monza,Verona,1,2.15,3.39,3.39
Sampdoria,Fiorentina,2,4.29,3.45,1.87
Bologna,Torino,1,2.98,3.06,2.55
Milan,Spezia,1,1.22,6.49,12.57
Atalanta,Napoli,2,3.20,3.51,2.21
Empoli,Sassuolo,1,3.16,3.49,2.22
Salernitana,Cremonese,X,2.19,3.41,3.29
Udinese,Lecce,X,1.63,3.77,5.70
Monza,Bologna,2,2.32,3.17,3.26
Verona,Roma,2,4.27,3.54,1.86
Torino,Milan,1,3.82,3.27,2.06
Lazio,Salernitana,2,1.48,4.37,6.66
Cremonese,Udinese,X,3.86,3.66,1.91
Spezia,Fiorentina,2,4.16,3.53,1.88
Empoli,Atalanta,2,4.58,3.82,1.74
Inter,Sampdoria,1,1.21,6.69,13.80
Lecce,Juventus,2,3.82,3.20,2.09
Napoli,Sassuolo,1,1.26,6.24,9.93
Sassuolo,Verona,1,2.23,3.52,3.13
Cremonese,Sampdoria,2,2.19,3.27,3.46
Roma,Napoli,2,3.14,3.35,2.30
Atalanta,Lazio,2,2.01,3.54,3.65
Bologna,Lecce,1,2.19,3.11,3.65
Udinese,Torino,2,1.95,3.31,4.19
Fiorentina,Inter,2,3.31,3.38,2.20
Milan,Monza,1,1.45,4.45,7.20
Salernitana,Spezia,1,2.14,3.31,3.53
Juventus,Empoli,1,1.36,5.04,8.22
Lecce,Fiorentina,X,3.70,3.23,2.10
Sampdoria,Roma,2,5.30,3.75,1.68
Verona,Milan,2,6.49,4.18,1.51
Napoli,Bologna,1,1.25,5.96,11.81
Lazio,Udinese,X,2.30,3.54,2.99
Spezia,Cremonese,X,2.43,3.20,3.02
Inter,Salernitana,1,1.28,6.09,9.39
Atalanta,Sassuolo,1,1.64,3.94,5.23
Torino,Juventus,2,3.00,2.97,2.61
Empoli,Monza,1,2.70,3.26,2.66
Fiorentina,Lazio,2,2.36,3.41,2.98
Roma,Lecce,1,1.46,4.37,7.29
Cremonese,Napoli,2,6.79,4.65,1.45
Monza,Spezia,1,1.94,3.50,3.97
Salernitana,Verona,1,2.54,3.29,2.81
Udinese,Atalanta,X,2.44,3.36,2.89
Torino,Empoli,X,1.67,3.85,5.19
Bologna,Sampdoria,X,2.11,3.28,3.65
Milan,Juventus,1,2.13,3.26,3.63
Sassuolo,Inter,2,4.20,4.05,1.76
Verona,Udinese,2,3.43,3.43,2.13
Juventus,Bologna,1,1.50,4.15,6.90
Atalanta,Fiorentina,1,2.08,3.40,3.60
Lecce,Cremonese,X,2.04,3.36,3.78
Sampdoria,Monza,2,2.46,3.18,3.00
Sassuolo,Salernitana,1,2.07,3.56,3.47
Lazio,Spezia,1,1.42,4.90,6.98
Empoli,Milan,2,5.62,4.15,1.58
Inter,Roma,2,2.07,3.41,3.64
Napoli,Torino,1,1.61,3.86,5.67
Milan,Napoli,2,2.30,3.17,3.31
Roma,Atalanta,2,2.12,3.40,3.49
Cremonese,Lazio,2,4.02,3.73,1.86
Fiorentina,Verona,1,1.83,3.61,4.34
Monza,Juventus,1,4.18,3.74,1.82
Udinese,Inter,1,3.72,3.61,1.97
Torino,Sassuolo,2,1.82,3.53,4.54
Spezia,Sampdoria,1,2.62,3.16,2.82
Bologna,Empoli,2,2.14,3.43,3.41
Salernitana,Lecce,2,2.21,3.23,3.40
Empoli,Roma,2,5.00,3.77,1.70
Juventus,Salernitana,X,1.51,4.08,6.73
Lazio,Verona,1,1.61,4.15,5.19
Bologna,Fiorentina,1,3.33,3.32,2.22
Lecce,Monza,X,2.48,3.20,2.96
Sassuolo,Udinese,2,2.66,3.42,2.61
Atalanta,Cremonese,X,1.37,5.16,8.02
Sampdoria,Milan,2,6.65,4.32,1.49
Inter,Torino,1,1.54,4.33,5.83
Napoli,Spezia,1,1.28,5.99,9.42
Torino,Lecce,1,1.69,3.66,5.30
Monza,Atalanta,2,4.30,3.84,1.79
Salernitana,Empoli,X,2.30,3.33,3.12
Udinese,Roma,1,3.93,3.35,2.00
Verona,Sampdoria,1,2.23,3.32,3.30
Spezia,Bologna,X,3.12,3.18,2.38
Cremonese,Sassuolo,X,2.69,3.47,2.55
Lazio,Napoli,2,2.75,3.42,2.52
Milan,Inter,1,2.72,3.13,2.73
Fiorentina,Juventus,X,3.04,3.09,2.50
Atalanta,Torino,1,1.87,3.63,4.14
Bologna,Salernitana,X,2.10,3.35,3.57
Juventus,Spezia,1,1.29,5.59,10.76
Napoli,Lecce,X,1.27,5.92,10.70
Empoli,Verona,X,2.71,3.26,2.65
Sampdoria,Lazio,X,4.10,3.64,1.87
Udinese,Fiorentina,1,2.31,3.39,3.05
Roma,Monza,1,1.32,5.42,9.02
Inter,Cremonese,1,1.16,8.06,15.60
Sassuolo,Milan,X,5.06,4.14,1.63
Fiorentina,Napoli,X,3.27,3.51,2.17
Lecce,Empoli,X,2.25,3.32,3.23
Salernitana,Sampdoria,1,2.45,3.12,3.08
Verona,Atalanta,2,3.85,3.83,1.88
Milan,Bologna,1,1.33,5.39,8.50
Spezia,Sassuolo,X,3.16,3.51,2.21
Cremonese,Torino,2,3.58,3.34,2.10
Juventus,Roma,X,2.47,3.06,3.11
Lazio,Inter,1,4.02,3.72,1.86
Monza,Udinese,2,3.02,3.42,2.32
Sampdoria,Juventus,X,5.33,3.82,1.65
Roma,Cremonese,1,1.23,6.40,11.58
Atalanta,Milan,X,2.85,3.44,2.42
Bologna,Verona,X,2.08,3.39,3.60
Empoli,Fiorentina,X,3.20,3.59,2.16
Napoli,Monza,1,1.29,5.86,9.49
Inter,Spezia,1,1.14,8.40,17.70
Sassuolo,Lecce,1,1.82,3.97,3.92
Torino,Lazio,X,2.87,3.30,2.49
Udinese,Salernitana,X,1.67,3.94,4.95
Juventus,Sassuolo,1,1.48,4.65,6.07
Verona,Napoli,2,3.75,3.56,1.97
Salernitana,Roma,2,6.69,4.53,1.46
Spezia,Empoli,1,2.43,3.34,2.90
Fiorentina,Cremonese,1,1.58,4.24,5.41
Lazio,Bologna,1,1.68,3.96,4.81
Lecce,Inter,2,8.68,5.34,1.33
Monza,Torino,2,2.58,3.13,2.89
Milan,Udinese,1,1.46,4.57,6.70
Sampdoria,Atalanta,2,5.24,3.96,1.64
