Home,Away,Outcome,Odd_1,Odd_X,Odd_2
Bologna,Napoli,X,2.66,2.98,2.93
Roma,Juventus,X,2.46,3.06,3.08
Atalanta,Lazio,2,1.66,3.84,5.18
Empoli,Cagliari,X,2.57,3.00,2.98
Torino,Verona,X,1.87,3.11,4.97
Lecce,Venezia,X,2.32,3.01,3.41
Milan,Fiorentina,X,1.80,3.58,4.55
Parma,Inter,X,7.02,4.47,1.45
Monza,Como,2,5.03,3.81,1.68
Genoa,Udinese,1,2.39,2.90,3.42
Lazio,Torino,X,1.78,3.45,4.92
Verona,Parma,X,2.84,2.93,2.75
Napoli,Milan,1,1.94,3.53,3.92
Inter,Udinese,1,1.43,4.34,7.83
Fiorentina,Atalanta,1,3.63,3.42,2.05
Cagliari,Monza,1,1.77,3.49,4.90
Lecce,Roma,2,5.16,3.52,1.73
Juventus,Genoa,1,1.52,3.82,7.34
Como,Empoli,X,1.74,3.47,5.13
Venezia,Bologna,2,5.09,3.40,1.77
Atalanta,Inter,2,2.61,3.19,2.78
Fiorentina,Juventus,1,3.31,3.05,2.35
Roma,Cagliari,1,1.48,4.25,6.95
Bologna,Lazio,1,2.28,2.94,3.60
Venezia,Napoli,X,7.47,4.23,1.46
Torino,Empoli,1,1.86,3.29,4.63
Milan,Como,1,1.78,3.74,4.41
Monza,Parma,X,3.07,3.23,2.38
Udinese,Verona,2,1.77,3.44,5.02
Genoa,Lecce,1,2.08,2.95,4.26
Lazio,Udinese,X,1.83,3.43,4.70
Juventus,Atalanta,2,2.67,3.04,2.84
Empoli,Roma,2,3.98,3.17,2.05
Napoli,Fiorentina,1,1.57,3.75,6.53
Verona,Bologna,2,5.38,3.39,1.74
Inter,Monza,1,1.13,8.46,19.14
Lecce,Milan,2,4.58,3.54,1.80
Como,Venezia,X,1.61,3.76,5.91
Parma,Torino,X,3.35,3.16,2.27
Cagliari,Genoa,X,2.48,2.90,3.24
Juventus,Verona,1,1.32,5.05,10.27
Milan,Lazio,2,2.12,3.42,3.44
Roma,Como,1,1.98,3.30,4.05
Bologna,Cagliari,1,1.71,3.51,5.39
Genoa,Empoli,X,1.91,3.17,4.61
Monza,Torino,2,4.45,3.25,1.91
Udinese,Parma,1,1.87,3.50,4.25
Napoli,Inter,X,3.09,3.09,2.44
Atalanta,Venezia,X,1.19,6.90,14.13
Fiorentina,Lecce,1,1.88,3.24,4.66
Bologna,Milan,1,2.91,3.17,2.52
Roma,Monza,1,1.26,5.67,11.69
Cagliari,Juventus,2,4.63,3.39,1.84
Empoli,Atalanta,2,6.46,4.34,1.49
Verona,Fiorentina,1,3.79,3.25,2.06
Como,Napoli,1,3.53,3.04,2.25
Inter,Genoa,1,1.30,5.27,10.99
Torino,Milan,1,4.03,3.57,1.89
Parma,Bologna,1,4.61,3.58,1.79
Venezia,Lazio,X,5.58,3.97,1.60
Lecce,Udinese,2,2.97,2.95,2.62
Genoa,Venezia,1,1.81,3.29,4.95
Juventus,Inter,1,3.82,3.26,2.06
Parma,Roma,2,3.67,3.31,2.07
Monza,Lecce,X,2.78,3.02,2.73
Udinese,Empoli,1,1.88,3.34,4.42
Fiorentina,Como,2,2.36,3.12,3.22
Milan,Verona,1,1.34,5.10,8.77
Lazio,Napoli,X,2.42,3.02,3.21
Atalanta,Cagliari,X,1.50,4.29,6.37
Bologna,Torino,1,1.75,3.32,5.43
Inter,Fiorentina,1,1.46,4.54,6.80
Napoli,Udinese,X,1.43,4.28,8.03
Lecce,Bologna,X,4.38,3.19,1.95
Cagliari,Parma,1,1.92,3.53,3.97
Lazio,Monza,1,1.28,5.73,10.12
Venezia,Roma,2,4.32,3.55,1.84
Torino,Genoa,X,2.38,2.83,3.52
Empoli,Milan,2,5.27,3.82,1.66
Verona,Atalanta,2,7.19,4.38,1.45
Como,Juventus,2,3.51,3.28,2.15
Fiorentina,Inter,1,4.88,3.51,1.76
Cagliari,Lazio,2,3.82,3.43,2.00
Roma,Napoli,X,3.61,3.23,2.14
Milan,Inter,X,4.31,3.49,1.86
Fiorentina,Genoa,1,1.85,3.47,4.42
Juventus,Empoli,1,1.40,4.62,8.04
Bologna,Como,1,1.96,3.33,4.05
Atalanta,Torino,X,1.53,4.00,6.34
Monza,Verona,2,2.42,2.98,3.22
Udinese,Venezia,1,1.75,3.57,4.84
Parma,Lecce,2,2.42,3.15,3.08
Genoa,Monza,1,2.30,2.98,3.50
Venezia,Verona,X,2.25,3.31,3.24
Lazio,Fiorentina,2,2.09,3.33,3.58
Lecce,Inter,2,9.67,5.08,1.32
Udinese,Roma,2,3.03,3.20,2.41
Milan,Parma,1,1.26,6.26,9.93
Empoli,Bologna,X,3.98,3.15,2.06
Napoli,Juventus,1,2.53,2.86,3.22
Como,Atalanta,2,4.06,3.57,1.89
Torino,Cagliari,1,2.24,3.03,3.55
Como,Udinese,1,2.11,3.26,3.62
Inter,Empoli,1,1.30,5.26,10.25
Verona,Lazio,2,4.84,3.64,1.75
Cagliari,Lecce,1,1.91,3.32,4.35
Parma,Venezia,X,2.18,3.40,3.30
Fiorentina,Torino,X,1.76,3.48,5.03
Atalanta,Napoli,2,2.31,3.13,3.30
Juventus,Milan,1,2.33,3.07,3.32
Bologna,Monza,1,1.57,3.79,6.49
Roma,Genoa,1,1.47,4.15,7.33
Inter,Bologna,X,1.51,4.11,6.70
Atalanta,Juventus,X,2.11,3.10,3.79
Como,Milan,2,4.41,3.56,1.81
Monza,Fiorentina,1,4.33,3.36,1.89
Napoli,Verona,1,1.31,5.07,10.06
Bologna,Roma,X,2.68,3.10,2.75
Venezia,Inter,2,9.45,5.05,1.33
Genoa,Parma,1,1.97,3.28,4.08
Milan,Cagliari,X,1.32,5.34,9.22
Torino,Juventus,X,4.36,2.97,2.04
Empoli,Lecce,2,2.04,3.06,4.16
Udinese,Atalanta,X,5.73,3.81,1.62
Lazio,Como,X,2.01,3.38,3.81
Roma,Lazio,1,2.53,3.01,3.06
Torino,Parma,X,1.75,3.54,5.03
Lecce,Genoa,X,2.88,2.92,2.72
Monza,Cagliari,2,2.40,3.10,3.13
Verona,Udinese,X,3.15,2.94,2.50
Fiorentina,Napoli,2,3.40,3.02,2.31
Venezia,Empoli,X,2.57,3.00,2.98
Bologna,Verona,2,1.52,3.90,6.99
Como,Lecce,1,1.64,3.68,5.65
Milan,Roma,X,2.36,3.10,3.23
Juventus,Fiorentina,X,1.88,3.28,4.50
Napoli,Venezia,1,1.26,5.62,11.75
Udinese,Torino,X,2.30,2.90,3.62
Lazio,Atalanta,X,3.13,3.15,2.37
Cagliari,Inter,2,8.01,4.86,1.37
Empoli,Genoa,2,2.50,2.81,3.30
Parma,Monza,1,2.57,3.21,2.81
Inter,Como,1,1.33,5.08,9.39
Fiorentina,Udinese,2,1.58,3.93,5.80
Monza,Juventus,2,6.83,3.68,1.57
Atalanta,Empoli,1,1.26,5.88,10.42
Venezia,Cagliari,1,2.55,3.17,2.85
Roma,Parma,1,1.37,4.93,8.01
Lecce,Lazio,2,5.89,3.89,1.58
Genoa,Napoli,2,5.70,3.47,1.68
Torino,Bologna,2,3.52,2.81,2.39
Verona,Milan,2,5.68,3.81,1.61
Lazio,Inter,2,3.49,3.25,2.17
Milan,Genoa,X,1.51,4.14,6.59
Como,Roma,1,3.78,3.27,2.05
Bologna,Fiorentina,1,2.73,3.01,2.80
Parma,Verona,2,2.07,3.27,3.70
Lecce,Monza,1,2.67,2.96,2.91
Juventus,Venezia,X,1.36,4.70,9.35
Udinese,Napoli,2,5.35,3.47,1.72
Cagliari,Atalanta,2,5.67,4.10,1.57
Empoli,Torino,2,2.62,2.79,3.15
Monza,Udinese,2,2.71,2.87,2.95
Napoli,Lazio,2,1.80,3.48,4.75
Venezia,Como,X,2.79,3.13,2.64
Verona,Empoli,2,2.70,2.73,3.14
Fiorentina,Cagliari,1,1.54,4.12,6.05
Roma,Lecce,1,1.50,4.06,7.13
Juventus,Bologna,X,1.79,3.28,5.28
Genoa,Torino,X,2.48,2.95,3.21
Atalanta,Milan,1,2.12,3.43,3.42
Inter,Parma,1,1.18,7.82,13.36
Roma,Atalanta,2,3.53,3.37,2.10
Lecce,Juventus,X,6.45,3.46,1.64
Parma,Lazio,1,4.65,3.77,1.74
Torino,Napoli,2,5.69,3.46,1.69
Udinese,Genoa,2,1.96,3.32,4.13
Bologna,Venezia,1,1.85,3.41,4.52
Milan,Empoli,1,1.32,5.10,9.76
Como,Monza,X,1.90,3.38,4.27
Cagliari,Verona,1,1.95,3.34,4.08
Venezia,Lecce,2,2.19,3.17,3.52
Empoli,Udinese,X,2.99,2.81,2.74
Lazio,Bologna,1,1.81,3.46,4.70
Napoli,Roma,1,1.70,3.56,5.50
Como,Fiorentina,2,3.98,3.44,1.95
Torino,Monza,X,2.10,2.98,4.10
Genoa,Cagliari,X,2.48,3.14,3.01
Parma,Atalanta,2,5.72,4.31,1.54
Milan,Juventus,X,2.33,3.14,3.28
Verona,Inter,2,7.48,4.35,1.45
Inter,Napoli,X,1.79,3.68,4.48
Monza,Lazio,2,5.10,3.41,1.77
Roma,Bologna,2,2.16,3.20,3.60
Fiorentina,Verona,1,1.48,4.36,6.62
Atalanta,Udinese,1,1.43,4.42,7.53
Juventus,Torino,1,1.57,3.59,7.29
Cagliari,Milan,X,5.07,3.95,1.65
Venezia,Parma,2,2.19,3.46,3.23
Lecce,Empoli,X,2.28,2.90,3.69
Genoa,Como,X,3.26,3.02,2.41
Lazio,Cagliari,1,1.53,4.14,6.27
Empoli,Como,1,2.82,3.00,2.74
Parma,Genoa,2,1.79,3.69,4.46
Inter,Venezia,1,1.17,7.68,14.33
Verona,Roma,1,4.80,3.48,1.79
Torino,Fiorentina,2,3.64,3.12,2.19
Napoli,Atalanta,2,2.27,3.17,3.35
Monza,Milan,2,5.91,3.80,1.61
Udinese,Juventus,2,4.26,3.15,1.99
Bologna,Lecce,1,1.76,3.45,5.09
Roma,Torino,1,1.80,3.52,4.67
Como,Lazio,2,3.13,3.18,2.37
Genoa,Fiorentina,2,5.13,3.77,1.69
Atalanta,Monza,1,1.30,5.43,10.36
Juventus,Parma,X,1.44,4.64,7.03
Empoli,Inter,2,8.44,4.61,1.40
Venezia,Udinese,1,2.69,3.10,2.79
Milan,Napoli,2,2.76,3.22,2.62
Cagliari,Bologna,2,3.27,3.25,2.27
Lecce,Verona,1,2.25,3.09,3.48
Fiorentina,Roma,1,2.51,3.20,2.91
Inter,Juventus,X,1.80,3.50,4.74
Lazio,Genoa,1,1.41,4.60,7.93
Monza,Venezia,X,2.10,3.28,3.63
Parma,Empoli,X,2.15,3.35,3.43
Atalanta,Verona,1,1.28,5.60,10.96
Napoli,Lecce,1,1.31,5.23,9.92
Torino,Como,1,2.67,2.97,2.90
Udinese,Cagliari,1,2.23,3.06,3.55
Verona,Monza,2,2.36,2.98,3.36
Roma,Inter,2,4.00,3.48,1.94
Cagliari,Torino,1,2.42,2.98,3.25
Lecce,Fiorentina,2,3.32,3.15,2.30
Venezia,Atalanta,2,6.19,4.51,1.49
Empoli,Napoli,2,5.50,3.62,1.68
Juventus,Lazio,1,2.09,3.15,3.88
Milan,Udinese,1,1.36,5.02,8.27
Como,Parma,X,1.77,3.84,4.38
Genoa,Bologna,X,4.13,3.18,2.01
Fiorentina,Milan,1,3.52,3.64,2.01
Monza,Roma,X,4.11,3.27,1.98
Bologna,Parma,X,1.97,3.58,3.75
Lazio,Empoli,1,1.59,3.90,5.99
Juventus,Cagliari,X,1.49,4.19,7.04
Inter,Torino,1,1.31,5.21,9.91
Atalanta,Genoa,1,1.43,4.67,7.24
Udinese,Lecce,1,2.59,2.95,3.06
Verona,Venezia,1,2.53,3.14,2.93
Napoli,Como,1,1.48,4.35,6.71
Parma,Cagliari,2,2.01,3.56,3.60
Napoli,Monza,1,1.30,5.37,10.09
Empoli,Fiorentina,X,3.46,3.22,2.21
Roma,Venezia,1,1.44,4.51,7.12
Como,Verona,1,1.90,3.37,4.33
Torino,Lazio,2,3.03,3.05,2.51
Bologna,Atalanta,X,2.91,3.10,2.58
Genoa,Juventus,2,5.40,3.31,1.76
Udinese,Inter,2,7.42,4.49,1.44
Milan,Lecce,1,1.29,5.80,9.66
Atalanta,Como,2,1.50,4.47,6.18
Inter,Milan,2,1.69,3.82,5.08
Roma,Udinese,1,1.69,3.93,4.90
Monza,Bologna,2,3.16,2.89,2.55
Fiorentina,Lazio,1,2.35,3.23,3.11
Lecce,Parma,X,2.10,3.40,3.55
Juventus,Napoli,X,2.41,3.10,3.16
Venezia,Genoa,1,2.92,3.07,2.59
Verona,Torino,2,2.84,2.89,2.80
Cagliari,Empoli,2,2.06,3.24,3.84
Lazio,Verona,1,1.56,3.99,6.11
Parma,Udinese,2,2.20,3.35,3.31
Monza,Inter,X,8.65,4.88,1.37
Cagliari,Napoli,2,4.54,3.70,1.78
Atalanta,Fiorentina,1,1.84,3.55,4.37
Torino,Lecce,X,1.90,3.29,4.48
Genoa,Roma,X,3.47,3.22,2.20
Milan,Venezia,1,1.25,6.20,10.73
Empoli,Juventus,X,6.02,3.68,1.62
Como,Bologna,X,2.95,3.05,2.58
Juventus,Roma,X,1.76,3.59,4.88
Udinese,Como,1,2.27,3.19,3.36
Fiorentina,Monza,X,1.83,3.43,4.73
Genoa,Verona,2,2.08,3.18,3.87
Lazio,Milan,X,2.79,3.31,2.55
Napoli,Parma,1,1.42,4.77,7.20
Bologna,Empoli,X,1.71,3.55,5.40
Lecce,Cagliari,1,2.24,3.10,3.51
Inter,Atalanta,1,1.51,4.41,6.26
Venezia,Torino,2,3.37,3.23,2.24
Verona,Juventus,2,4.66,3.41,1.84
Cagliari,Como,X,2.24,3.27,3.33
Roma,Empoli,2,1.45,4.37,7.42
Napoli,Bologna,1,1.95,3.33,4.11
Fiorentina,Venezia,X,1.45,4.61,6.86
Torino,Atalanta,1,3.55,3.23,2.17
Inter,Lecce,1,1.20,6.80,14.54
Monza,Genoa,2,2.66,3.03,2.86
Parma,Milan,1,5.29,4.10,1.61
Udinese,Lazio,1,3.31,3.09,2.34
Juventus,Como,1,1.53,4.11,6.52
Lecce,Atalanta,2,3.53,3.33,2.13
Cagliari,Roma,X,3.64,3.41,2.07
Lazio,Venezia,1,1.40,4.62,8.40
Bologna,Udinese,X,2.04,3.20,4.00
Verona,Napoli,1,5.18,3.65,1.70
Milan,Torino,X,1.51,4.29,6.44
Empoli,Monza,X,2.45,3.08,3.10
Genoa,Inter,X,6.99,4.20,1.49
Parma,Fiorentina,X,3.53,3.31,2.14
